method,function_value,error,arguments,time_duration
colonal selection algorithm,6.775578502996302e-06,6.775578502996302e-06,"[0.00015259021896696368, 0.00015259021896696368, 0.0025940337224383825]",1.8917317390441895
colonal selection algorithm,6.675458270821444e-05,6.675458270821444e-05,"[-0.006561379415579438, 0.004119935912108019, -0.0025940337224383825]",1.9319889545440674
colonal selection algorithm,6.545069131244882e-05,6.545069131244882e-05,"[0.008087281605249075, -0.00015259021896696368, -0.00015259021896696368]",1.8974864482879639
colonal selection algorithm,1.9325533187240313e-06,1.9325533187240313e-06,"[0.001373311970702673, 0.00015259021896696368, 0.00015259021896696368]",1.895491361618042
colonal selection algorithm,5.166669655721236e-05,5.166669655721236e-05,"[0.005035477225909801, -0.004730296787975874, 0.0019836728465705278]",1.8840861320495605
colonal selection algorithm,3.1922055421333095e-05,3.1922055421333095e-05,"[0.00015259021896696368, 0.005645838101777656, 0.00015259021896696368]",1.888056755065918
colonal selection algorithm,3.564745940923484e-05,3.564745940923484e-05,"[0.00289921416037231, -0.001373311970702673, -0.005035477225909801]",1.8937361240386963
colonal selection algorithm,0.0007276412501619845,0.0007276412501619845,"[0.025482566567482934, 0.00747692072938122, -0.004730296787975874]",1.890359878540039
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.8783764839172363
colonal selection algorithm,0.0003031314657405803,0.0003031314657405803,"[-0.01327534905012584, 0.005340657663843729, 0.009918364232852639]",1.8669803142547607
colonal selection algorithm,2.968681302859205e-05,2.968681302859205e-05,"[-0.0007629510948348184, 0.0025940337224383825, 0.004730296787975874]",1.8857576847076416
colonal selection algorithm,5.844227506020865e-06,5.844227506020865e-06,"[-0.0010681315327687457, 0.001373311970702673, -0.0016784924086366004]",1.882178783416748
colonal selection algorithm,5.2039236956002536e-05,5.2039236956002536e-05,"[0.00289921416037231, -0.006561379415579438, 0.0007629510948348184]",1.87522292137146
dendritic cell algorithm,0.34558028007815145,0.34558028007815145,"[0.5212086497763091, -0.06739715678655323, -0.26339978499155414]",0.019971370697021484
dendritic cell algorithm,0.8516899661453745,0.8516899661453745,"[-0.2403234887485457, -0.7036299383204394, -0.5466621413636368]",0.02027130126953125
dendritic cell algorithm,0.5439445436409632,0.5439445436409632,"[0.6727257860751237, -0.21606923810098166, -0.21142054000742583]",0.020810604095458984
dendritic cell algorithm,0.06697244668559069,0.06697244668559069,"[-0.19304843741038002, -0.08388824737871348, -0.15055732944871547]",0.021837472915649414
dendritic cell algorithm,0.22325792980190975,0.22325792980190975,"[0.047189084886267274, 0.4658993170135943, 0.06299957520311361]",0.022670269012451172
dendritic cell algorithm,1.0675183872821605,1.0675183872821605,"[0.6578559105033186, -0.7868540870778178, 0.12491850922479075]",0.021654367446899414
dendritic cell algorithm,0.976703770835053,0.976703770835053,"[0.36123860797701046, 0.576161775541258, 0.7171109031014866]",0.021291494369506836
dendritic cell algorithm,0.4950776406563193,0.4950776406563193,"[0.20218411339036813, -0.6713253016428249, -0.059342769762122494]",0.0206756591796875
dendritic cell algorithm,0.1525652245766667,0.1525652245766667,"[0.3426777767085355, 0.11512832841927079, 0.14792779969345293]",0.02358412742614746
dendritic cell algorithm,0.6653376675782132,0.6653376675782132,"[-0.5288436817326974, -0.5551692445726246, -0.27829685185118436]",0.032163143157958984
dendritic cell algorithm,0.5590899929767286,0.5590899929767286,"[-0.49164387297460044, 0.4292902303782715, 0.3648098042062933]",0.023186683654785156
dendritic cell algorithm,0.5179867554593667,0.5179867554593667,"[0.5490424535229668, 0.008622498375068233, -0.46525776964024956]",0.02211761474609375
dendritic cell algorithm,0.6721663358780254,0.6721663358780254,"[-0.19480192024319898, 0.6770155275305534, 0.41936681226596156]",0.022066354751586914
dendritic cell algorithm,0.3135000573316792,0.3135000573316792,"[0.5119816880503159, 0.2263207301686183, -0.012399013217661903]",0.02307724952697754
dendritic cell algorithm,0.7831031838132768,0.7831031838132768,"[0.7661131596527178, -0.43983971521226384, 0.05210408181899773]",0.022091388702392578
dendritic cell algorithm,0.6628084348594203,0.6628084348594203,"[-0.572774825226855, 0.5531874175032416, -0.16947305261268042]",0.021144866943359375
dendritic cell algorithm,1.0622282308549522,1.0622282308549522,"[-0.5537750970987263, 0.6261975433205023, 0.6028582000998379]",0.023036479949951172
dendritic cell algorithm,0.2538419570815106,0.2538419570815106,"[0.33302241723738746, -0.2370051994234208, 0.29456164404949703]",0.02055835723876953
dendritic cell algorithm,0.3474620522194962,0.3474620522194962,"[-0.19793977401917617, -0.5179796179595577, 0.19994752676440974]",0.021248579025268555
dendritic cell algorithm,1.040228097126203,1.040228097126203,"[0.8994515959050142, 0.21990511584320416, 0.4276174268854265]",0.021784543991088867
dendritic cell algorithm,0.7408554863040294,0.7408554863040294,"[0.13817227879258231, 0.25891996799896866, -0.8091503926024552]",0.022078990936279297
dendritic cell algorithm,0.6393482972459404,0.6393482972459404,"[0.32406900404507244, 0.7096438515445058, -0.175308818455475]",0.02156853675842285
dendritic cell algorithm,1.0596339229115586,1.0596339229115586,"[-0.13431386963255876, -0.9078198599845777, -0.4663226449074378]",0.02110743522644043
dendritic cell algorithm,1.6932814231938047,1.6932814231938047,"[0.7280991221378937, 0.9622953251184896, -0.48697104512582]",0.022854089736938477
dendritic cell algorithm,0.4646986097007031,0.4646986097007031,"[-0.1289894146213033, 0.6593440250901264, 0.11543741678635833]",0.02209615707397461
dendritic cell algorithm,1.15940850026365,1.15940850026365,"[0.3033046758786163, -1.0003234453104717, 0.25839461800897734]",0.020962238311767578
dendritic cell algorithm,0.4941539332140274,0.4941539332140274,"[0.0829566416316192, 0.6211439379904675, 0.3185158349610342]",0.023102283477783203
dendritic cell algorithm,0.3380872777558226,0.3380872777558226,"[-0.538331735132171, 0.21971123609701226, 0.0036322772652450652]",0.021032333374023438
dendritic cell algorithm,0.994275815835102,0.994275815835102,"[0.13255297736172045, -0.8689663474435929, -0.4707472899955838]",0.021060943603515625
dendritic cell algorithm,0.789665662347134,0.789665662347134,"[-0.8411735577625219, -0.05898722689485325, 0.28038048279352523]",0.03217911720275879
dendritic cell algorithm,0.804087728970651,0.804087728970651,"[-0.04853016852764114, 0.6572737037532463, 0.6080492003677165]",0.02242279052734375
dendritic cell algorithm,0.16800505568756047,0.16800505568756047,"[-0.2659097207429899, 0.27220094057666966, 0.1523276864234533]",0.021060943603515625
dendritic cell algorithm,3.0721637328089164,3.0721637328089164,"[0.8541916586914393, 0.3591860843035176, -1.4877855019704924]",0.021871566772460938
dendritic cell algorithm,1.005365029003063,1.005365029003063,"[-0.7685540261198174, 0.340737528012502, -0.5464317660440425]",0.023892879486083984
dendritic cell algorithm,0.1521683271695042,0.1521683271695042,"[0.3452685788352865, 0.13262537370673957, -0.12396953612768513]",0.02206873893737793
dendritic cell algorithm,0.44326336249816584,0.44326336249816584,"[0.0080804534933141, 0.5263743878737772, 0.40758811631353353]",0.024614572525024414
dendritic cell algorithm,0.3214269199168767,0.3214269199168767,"[0.2991424995039518, -0.4297733710960392, 0.2173373746141034]",0.02346324920654297
dendritic cell algorithm,0.98765790918742,0.98765790918742,"[0.045428512922185194, -0.9745669598284508, 0.1892442871312887]",0.02228999137878418
dendritic cell algorithm,0.34858655872149347,0.34858655872149347,"[0.42707150965743634, -0.07641126139664878, 0.40044700459884175]",0.023561716079711914
dendritic cell algorithm,0.4281607037639508,0.4281607037639508,"[-0.07112287633071374, 0.6504622527014674, -0.001047872572964792]",0.022360563278198242
dendritic cell algorithm,3.552958198271988,3.552958198271988,"[-0.2055816611545931, 1.8667936613158425, 0.16054845044377597]",0.02229475975036621
dendritic cell algorithm,0.4888044884854902,0.4888044884854902,"[0.036593682879541234, -0.5236458622797682, 0.4618012578762425]",0.02310967445373535
dendritic cell algorithm,0.581644784701493,0.581644784701493,"[0.10601083291264324, 0.3845684915002512, -0.6500104332638683]",0.0226132869720459
dendritic cell algorithm,0.5691164510646097,0.5691164510646097,"[0.3156155195269541, -0.6416714169915931, 0.24033536467682326]",0.02396845817565918
dendritic cell algorithm,0.33936814941117455,0.33936814941117455,"[0.512506931127815, 0.25455031862063116, -0.10912804519122843]",0.02301812171936035
dendritic cell algorithm,0.22418290458020138,0.22418290458020138,"[-0.293617850645239, 0.3694821009572369, 0.03813711361518779]",0.020789623260498047
dendritic cell algorithm,0.46677220163586747,0.46677220163586747,"[0.6813823170331972, -0.047985000970320435, -0.013703260641809656]",0.021609067916870117
dendritic cell algorithm,0.39362818468521565,0.39362818468521565,"[-0.4513915247335585, 0.05935192121317989, 0.43168417336315845]",0.02107071876525879
dendritic cell algorithm,0.12711580874312028,0.12711580874312028,"[-0.2602801425465059, 0.19053895082725347, -0.15187153899510053]",0.030681133270263672
dendritic cell algorithm,0.7220744064326206,0.7220744064326206,"[0.11748768962770262, 0.8222061345012889, -0.1795776200059842]",0.021075010299682617
dendritic cell algorithm,1.065473074067124,1.065473074067124,"[0.7424012896358907, -0.7084328252312933, 0.11151830051116507]",0.02207493782043457
dendritic cell algorithm,0.17956391556339837,0.17956391556339837,"[-0.11728605531842429, -0.3882151189229526, 0.1228695170938654]",0.023052453994750977
dendritic cell algorithm,0.3060554523850753,0.3060554523850753,"[0.38141799980978863, -0.21633546874823706, -0.3373050944881443]",0.022469282150268555
dendritic cell algorithm,0.5585183920024978,0.5585183920024978,"[-0.03101647690749587, -0.13331958673307298, 0.7346987532016556]",0.021065235137939453
dendritic cell algorithm,0.6076212516771998,0.6076212516771998,"[0.38241995911302773, 0.1042980032001092, 0.6711915919300986]",0.02107715606689453
dendritic cell algorithm,0.6067640509989897,0.6067640509989897,"[-0.7393915655520296, -0.18954606849400102, -0.15535910564873845]",0.021891355514526367
dendritic cell algorithm,0.8943796864941123,0.8943796864941123,"[-0.18324593370216233, 0.8572552783791285, 0.3548436303033462]",0.022582292556762695
dendritic cell algorithm,1.021092883345648,1.021092883345648,"[0.037765649520737465, -0.7143587107858593, 0.7136934015291789]",0.021898746490478516
dendritic cell algorithm,0.34607602046115454,0.34607602046115454,"[-0.43631508596429247, 0.38864680369114746, 0.06825560930635166]",0.02652263641357422
dendritic cell algorithm,2.656289631162714,2.656289631162714,"[0.7857130288122627, -1.3733122336202364, -0.39109867873258275]",0.022592544555664062
dendritic cell algorithm,1.783097232241427,1.783097232241427,"[0.34006664194726066, 0.13944374160668183, 1.2837473872233858]",0.02192997932434082
dendritic cell algorithm,0.11276882444698116,0.11276882444698116,"[0.04147121525287645, 0.04477112990625276, -0.3302188799559289]",0.02262091636657715
dendritic cell algorithm,0.6208807103402958,0.6208807103402958,"[-0.6359676761601198, 0.04766348559791811, 0.46276777908628186]",0.02175760269165039
dendritic cell algorithm,0.2016226625867709,0.2016226625867709,"[-0.2858267394930518, 0.34195245891690673, -0.054719771730364575]",0.0220644474029541
dendritic cell algorithm,0.3241692235668394,0.3241692235668394,"[0.3850636370235652, 0.03814046373101165, 0.41766077627113474]",0.021619081497192383
dendritic cell algorithm,0.9577594939402295,0.9577594939402295,"[-0.7053037561242088, -0.6759354327446143, -0.05845850064501318]",0.025096893310546875
dendritic cell algorithm,0.2190971104401549,0.2190971104401549,"[-0.3620210511738666, -0.256889716977458, 0.14847741329362218]",0.023044824600219727
dendritic cell algorithm,0.41102092218412656,0.41102092218412656,"[-0.5282302766666529, -0.3597519753050761, -0.05071699183600953]",0.022047042846679688
dendritic cell algorithm,0.1336589798546415,0.1336589798546415,"[-0.15655558633358702, 0.2513159889205814, -0.2144518639584616]",0.03207063674926758
dendritic cell algorithm,0.04917762065192687,0.04917762065192687,"[0.21879368293813206, -0.023856747199194395, 0.027162484631725756]",0.02257061004638672
dendritic cell algorithm,2.153893410411747,2.153893410411747,"[0.116510285136469, 0.5215015598447597, -1.3668777878613172]",0.021158456802368164
